student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,online_courses_completed,tutoring,final_exam_score,previous_gpa,pass_fail,grade_category,internet_access_enc,tutoring_enc,gender_enc,parental_education_enc,family_income_enc,study_environment_enc,pass_fail_enc,grade_A,grade_B,grade_C,grade_D,grade_F,productive_hours,study_attendance,engagement_score,disadvantage_index,social_study_ratio
S02013,Female,18,Master,Medium,Yes,Quiet,3.58,84.5,6.58,3.9,94.1,1,No,53.1,2.36,Pass,D,1,0,1,2,1,2,1,0,0,0,1,0,10.16,302.51,89.3,1,1.089385471817359
S02014,Female,16,Master,Low,Yes,Quiet,2.03,69.4,6.87,2.6,69.2,1,No,38.6,1.57,Fail,F,1,0,1,2,0,2,0,0,0,0,0,1,8.9,140.882,69.30000000000001,2,1.2807881710306004
S02015,Female,15,High School,Medium,Yes,Noisy,3.11,90.4,9.12,2.1,82.2,2,Yes,61.3,2.64,Pass,D,1,1,1,0,1,0,1,0,0,0,1,0,12.229999999999999,281.144,86.30000000000001,0,0.6752411553850768
S02016,Female,16,Bachelor,Medium,Yes,Quiet,2.6,83.8,5.69,0.8,76.4,2,No,62.9,2.63,Pass,D,1,0,1,1,1,2,1,0,0,0,1,0,8.290000000000001,217.88,80.1,1,0.30769230650887575
S02017,Male,16,High School,Medium,Yes,Moderate,2.77,51.8,7.24,2.3,100.0,0,No,41.5,1.36,Fail,F,1,0,0,0,1,1,0,0,0,0,0,1,10.01,143.486,75.9,1,0.8303249067497295
S02018,Female,17,Master,Medium,Yes,Moderate,2.87,69.1,5.98,1.7,70.2,2,No,36.7,1.17,Fail,F,1,0,1,2,1,1,0,0,0,0,0,1,8.850000000000001,198.31699999999998,69.65,1,0.5923344927096359
S02019,Male,15,High School,High,No,Quiet,2.21,80.3,5.94,2.5,100.0,2,No,49.0,2.07,Fail,F,0,0,0,0,2,2,0,0,0,0,0,1,8.15,177.463,90.15,2,1.1312217143383634
S02020,Female,15,High School,Low,Yes,Quiet,3.9,97.8,6.12,2.7,73.3,0,No,52.8,1.82,Pass,D,1,0,1,0,0,2,1,0,0,0,1,0,10.02,381.41999999999996,85.55,2,0.6923076905325445
S02021,Male,17,Bachelor,Medium,Yes,Quiet,1.79,91.1,6.84,5.1,59.2,3,No,37.3,1.12,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,8.629999999999999,163.069,75.15,1,2.849161995256078
S02022,Male,16,Bachelor,Medium,Yes,Quiet,1.44,78.1,8.43,1.4,66.9,1,No,30.0,1.11,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,9.87,112.46399999999998,72.5,1,0.9722222154706791
S02023,Female,17,Master,Medium,Yes,Moderate,2.06,83.1,8.17,2.3,67.3,5,Yes,43.6,2.35,Fail,F,1,1,1,2,1,1,0,0,0,0,0,1,10.23,171.18599999999998,75.19999999999999,0,1.1165048489490055
S02024,Male,18,Phd,High,Yes,Moderate,4.06,96.0,6.54,1.8,100.0,1,No,53.4,2.75,Pass,D,1,0,0,3,2,1,1,0,0,0,1,0,10.6,389.76,98.0,1,0.44334975260258686
S02025,Male,15,Bachelor,Low,Yes,Moderate,3.41,78.8,6.73,0.4,59.8,1,No,58.6,2.43,Pass,D,1,0,0,1,0,1,1,0,0,0,1,0,10.14,268.708,69.3,2,0.11730205244192947
S02026,Female,18,High School,Low,Yes,Moderate,0.86,74.1,7.59,6.9,84.8,3,No,40.0,1.54,Fail,F,1,0,1,0,0,1,0,0,0,0,0,1,8.45,63.72599999999999,79.44999999999999,2,8.023255720659817
S02027,Male,17,Bachelor,Medium,Yes,Quiet,3.72,93.8,7.06,1.1,100.0,2,Yes,64.9,3.2,Pass,D,1,1,0,1,1,2,1,0,0,0,1,0,10.78,348.93600000000004,96.9,0,0.2956989239362932
S02028,Female,15,Bachelor,Medium,Yes,Quiet,2.94,96.2,6.36,3.1,100.0,0,No,52.8,2.17,Pass,D,1,0,1,1,1,2,1,0,0,0,1,0,9.3,282.82800000000003,98.1,1,1.0544217651210144
S02029,Female,18,Bachelor,Medium,Yes,Quiet,2.5,79.0,7.66,5.1,78.3,4,No,41.5,1.45,Fail,F,1,0,1,1,1,2,0,0,0,0,0,1,10.16,197.5,78.65,1,2.03999999184
S02030,Female,18,High School,High,No,Moderate,2.71,89.9,8.62,0.6,81.7,0,No,74.6,3.09,Pass,C,0,0,1,0,2,1,1,0,0,1,0,0,11.329999999999998,243.62900000000002,85.80000000000001,2,0.22140221320515788
S02031,Male,16,Bachelor,Low,Yes,Noisy,1.4,84.6,8.06,3.8,62.5,4,No,25.3,0.77,Fail,F,1,0,0,1,0,0,0,0,0,0,0,1,9.46,118.43999999999998,73.55,2,2.7142856948979595
S02032,Male,15,High School,Medium,No,Quiet,3.21,79.1,8.36,0.2,74.3,0,No,53.5,2.35,Pass,D,0,0,0,0,1,2,1,0,0,0,1,0,11.57,253.91099999999997,76.69999999999999,2,0.062305295756058275
S02033,Male,18,Master,Medium,Yes,Moderate,1.48,96.7,6.86,1.3,100.0,2,Yes,51.7,1.61,Pass,D,1,1,0,2,1,1,1,0,0,0,1,0,8.34,143.116,98.35,0,0.8783783724433895
S02034,Female,18,Bachelor,High,Yes,Moderate,2.58,78.4,5.92,3.3,93.1,1,No,32.7,1.25,Fail,F,1,0,1,1,2,1,0,0,0,0,0,1,8.5,202.27200000000002,85.75,1,1.2790697624842255
S02035,Male,16,Master,High,Yes,Moderate,2.58,92.6,5.0,2.1,98.2,3,No,58.8,2.46,Pass,D,1,0,0,2,2,1,1,0,0,0,1,0,7.58,238.908,95.4,1,0.8139534852172345
S02036,Female,18,Bachelor,Medium,Yes,Noisy,3.92,85.7,4.93,4.7,89.7,3,No,51.4,2.23,Pass,D,1,0,1,1,1,0,1,0,0,0,1,0,8.85,335.944,87.7,1,1.1989795887781134
S02037,Female,18,High School,Medium,Yes,Quiet,3.05,83.3,6.8,2.7,96.0,1,No,47.0,2.06,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,9.85,254.06499999999997,89.65,1,0.8852458987368989
S02038,Male,18,Master,Low,Yes,Quiet,3.85,79.4,7.51,3.3,100.0,1,No,57.3,2.61,Pass,D,1,0,0,2,0,2,1,0,0,0,1,0,11.36,305.69000000000005,89.7,2,0.857142854916512
S02039,Female,16,Bachelor,Medium,Yes,Quiet,1.57,75.1,7.84,1.5,73.1,1,No,46.0,1.84,Fail,F,1,0,1,1,1,2,0,0,0,0,0,1,9.41,117.907,74.1,1,0.9554140066534139
S02040,Male,18,High School,Medium,Yes,Quiet,2.87,82.5,7.24,0.9,91.1,2,Yes,51.3,1.83,Pass,D,1,1,0,0,1,2,1,0,0,0,1,0,10.11,236.775,86.8,0,0.313588849081572
S02041,Male,18,Bachelor,Medium,Yes,Moderate,3.64,79.9,6.28,0.8,69.6,5,Yes,70.7,2.64,Pass,C,1,1,0,1,1,1,1,0,0,1,0,0,9.92,290.836,74.75,0,0.21978021917642798
S02042,Male,15,High School,Medium,Yes,Noisy,4.49,85.9,7.65,1.1,49.5,2,Yes,59.7,2.39,Pass,D,1,1,0,0,1,0,1,0,0,0,1,0,12.14,385.69100000000003,67.7,0,0.24498886359690678
S02043,Male,15,Master,Medium,Yes,Moderate,1.63,73.0,5.8,1.5,84.0,2,No,42.3,1.7,Fail,F,1,0,0,2,1,1,0,0,0,0,0,1,7.43,118.99,78.5,1,0.920245393127329
S02044,Male,16,Bachelor,Medium,Yes,Quiet,1.99,83.5,5.9,4.2,81.9,2,No,50.0,2.26,Pass,F,1,0,0,1,1,2,1,0,0,0,0,1,7.890000000000001,166.165,82.7,1,2.110552753213303
S02045,Female,17,Bachelor,Medium,Yes,Quiet,3.61,89.1,7.61,3.1,78.9,1,Yes,20.5,0.66,Fail,F,1,1,1,1,1,2,0,0,0,0,0,1,11.22,321.65099999999995,84.0,0,0.8587257593941116
S02046,Female,15,High School,Low,Yes,Noisy,4.93,78.3,5.77,0.6,70.4,0,No,76.9,3.24,Pass,C,1,0,1,0,0,0,1,0,0,1,0,0,10.7,386.01899999999995,74.35,2,0.12170385370851146
S02047,Female,16,High School,Low,Yes,Moderate,3.34,92.4,6.23,1.9,82.1,3,Yes,55.9,2.8,Pass,D,1,1,1,0,0,1,1,0,0,0,1,0,9.57,308.616,87.25,1,0.5688622737459214
S02048,Male,18,Phd,Low,No,Noisy,1.67,93.5,6.02,2.5,86.4,5,Yes,54.1,1.91,Pass,D,0,1,0,3,0,0,1,0,0,0,1,0,7.6899999999999995,156.14499999999998,89.95,2,1.4970059790598444
S02049,Male,18,Master,High,Yes,Moderate,1.69,72.9,7.17,6.9,100.0,1,No,41.0,1.75,Fail,F,1,0,0,2,2,1,0,0,0,0,0,1,8.86,123.20100000000001,86.45,1,4.082840212527573
S02050,Male,16,High School,Low,Yes,Noisy,3.16,77.4,7.59,2.5,88.0,0,Yes,53.8,1.86,Pass,D,1,1,0,0,0,0,1,0,0,0,1,0,10.75,244.58400000000003,82.7,1,0.7911392380027239
S02051,Female,18,High School,High,Yes,Noisy,3.43,71.6,7.61,3.2,88.8,1,No,53.3,2.14,Pass,D,1,0,1,0,2,0,1,0,0,0,1,0,11.040000000000001,245.588,80.19999999999999,1,0.9329446036940391
S02052,Male,18,High School,Low,Yes,Moderate,2.73,89.2,6.42,1.0,68.8,3,Yes,52.7,2.07,Pass,D,1,1,0,0,0,1,1,0,0,0,1,0,9.15,243.51600000000002,79.0,1,0.36630036495860674
S02053,Female,17,Bachelor,Medium,Yes,Moderate,1.71,86.3,6.83,3.6,65.7,1,Yes,30.6,0.7,Fail,F,1,1,1,1,1,1,0,0,0,0,0,1,8.54,147.57299999999998,76.0,0,2.1052631455832564
S02054,Female,18,Master,High,Yes,Moderate,4.32,69.0,7.74,4.6,65.3,3,No,41.0,1.38,Fail,F,1,0,1,2,2,1,0,0,0,0,0,1,12.06,298.08000000000004,67.15,1,1.0648148123499657
S02055,Male,15,Bachelor,Medium,Yes,Quiet,2.58,78.5,6.47,2.3,75.6,1,Yes,28.8,1.25,Fail,F,1,1,0,1,1,2,0,0,0,0,0,1,9.05,202.53,77.05,0,0.891472864761733
S02056,Male,18,Bachelor,Low,Yes,Quiet,3.63,88.1,6.09,3.4,80.9,2,No,52.4,2.47,Pass,D,1,0,0,1,0,2,1,0,0,0,1,0,9.719999999999999,319.803,84.5,2,0.9366391158770272
S02057,Female,16,Master,Low,Yes,Quiet,0.87,86.1,6.36,3.4,83.2,5,Yes,36.2,1.38,Fail,F,1,1,1,2,0,2,0,0,0,0,0,1,7.23,74.907,84.65,1,3.908045932091426
S02058,Male,17,Bachelor,High,Yes,Quiet,4.44,97.1,6.39,2.6,67.7,4,No,65.7,2.88,Pass,C,1,0,0,1,2,2,1,0,0,1,0,0,10.83,431.124,82.4,1,0.5855855842666992
S02059,Female,18,High School,Medium,Yes,Quiet,2.18,73.5,7.03,4.4,46.4,4,Yes,36.6,0.87,Fail,F,1,1,1,0,1,2,0,0,0,0,0,1,9.21,160.23000000000002,59.95,0,2.018348614594731
S02060,Male,16,Bachelor,Medium,Yes,Moderate,4.61,84.9,6.97,1.3,73.7,2,No,51.4,2.04,Pass,D,1,0,0,1,1,1,1,0,0,0,1,0,11.58,391.38900000000007,79.30000000000001,1,0.2819956609935018
S02061,Male,15,Phd,Medium,Yes,Noisy,3.74,75.0,6.83,1.2,94.1,2,No,52.4,2.39,Pass,D,1,0,0,3,1,0,1,0,0,0,1,0,10.57,280.5,84.55,1,0.3208556141153593
S02062,Female,18,Master,Medium,Yes,Moderate,1.29,86.1,6.2,2.5,74.4,1,No,31.3,1.6,Fail,F,1,0,1,2,1,1,0,0,0,0,0,1,7.49,111.069,80.25,1,1.9379844811008955
S02063,Male,17,Bachelor,Low,Yes,Moderate,3.29,83.2,6.07,1.9,78.9,0,No,48.5,1.74,Fail,F,1,0,0,1,0,1,0,0,0,0,0,1,9.36,273.728,81.05000000000001,2,0.5775075970288522
S02064,Female,18,Bachelor,Medium,Yes,Quiet,4.99,87.7,7.65,0.0,56.1,6,Yes,61.2,2.29,Pass,D,1,1,1,1,1,2,1,0,0,0,1,0,12.64,437.62300000000005,71.9,0,0.0
S02065,Male,16,Master,Medium,Yes,Quiet,2.28,80.9,7.34,1.4,81.9,2,Yes,53.2,1.99,Pass,D,1,1,0,2,1,2,1,0,0,0,1,0,9.62,184.452,81.4,0,0.6140350850261619
S02066,Female,17,Bachelor,Low,Yes,Moderate,4.99,92.6,6.57,0.0,86.1,1,No,77.7,2.85,Pass,C,1,0,1,1,0,1,1,0,0,1,0,0,11.56,462.074,89.35,2,0.0
S02067,Female,18,High School,Medium,Yes,Noisy,3.46,77.9,6.94,2.0,71.5,0,No,48.3,1.93,Fail,F,1,0,1,0,1,0,0,0,0,0,0,1,10.4,269.534,74.7,1,0.5780346804103044
S02068,Male,15,Phd,High,Yes,Quiet,4.61,74.8,8.21,3.6,94.5,1,Yes,51.3,1.97,Pass,D,1,1,0,3,2,2,1,0,0,0,1,0,12.82,344.82800000000003,84.65,0,0.7809110612127742
S02069,Female,17,Master,High,Yes,Moderate,3.19,87.3,6.93,2.6,98.0,3,No,52.5,1.88,Pass,D,1,0,1,2,2,1,1,0,0,0,1,0,10.12,278.48699999999997,92.65,1,0.8150470193885674
S02070,Male,15,High School,Low,Yes,Moderate,2.85,100.0,6.99,2.7,100.0,0,No,53.5,2.17,Pass,D,1,0,0,0,0,1,1,0,0,0,1,0,9.84,285.0,100.0,2,0.947368417728532
S02071,Male,16,Bachelor,Medium,Yes,Quiet,5.2,69.8,8.53,2.3,66.1,4,No,54.6,2.33,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,13.73,362.96,67.94999999999999,1,0.4423076914571005
S02072,Male,18,Bachelor,High,Yes,Quiet,3.87,73.6,8.07,2.8,84.3,2,Yes,54.6,1.97,Pass,D,1,1,0,1,2,2,1,0,0,0,1,0,11.940000000000001,284.832,78.94999999999999,0,0.7235142100167591
S02073,Female,15,High School,Low,Yes,Moderate,2.72,87.3,6.36,6.7,62.2,3,No,41.6,1.85,Fail,F,1,0,1,0,0,1,0,0,0,0,0,1,9.08,237.45600000000002,74.75,2,2.463235285061635
S02074,Female,16,Phd,Low,No,Moderate,3.51,96.3,8.07,2.0,89.1,5,No,52.8,2.28,Pass,D,0,0,1,3,0,1,1,0,0,0,1,0,11.58,338.013,92.69999999999999,3,0.5698005681772064
S02075,Male,18,Bachelor,High,Yes,Quiet,2.32,88.1,6.83,2.5,87.3,2,No,35.8,1.32,Fail,F,1,0,0,1,2,2,0,0,0,0,0,1,9.15,204.39199999999997,87.69999999999999,1,1.0775862022517837
S02076,Male,16,Master,Medium,Yes,Quiet,3.13,78.9,5.95,1.2,51.1,1,No,60.2,2.58,Pass,D,1,0,0,2,1,2,1,0,0,0,1,0,9.08,246.95700000000002,65.0,1,0.3833865802447713
S02077,Female,15,High School,Medium,Yes,Moderate,4.43,89.2,8.3,0.0,84.1,3,No,52.0,2.34,Pass,D,1,0,1,0,1,1,1,0,0,0,1,0,12.73,395.156,86.65,1,0.0
S02078,Male,16,Bachelor,Medium,Yes,Quiet,2.81,90.2,6.29,2.9,77.0,1,No,31.5,1.3,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,9.1,253.46200000000002,83.6,1,1.0320284660781904
S02079,Male,17,High School,High,Yes,Noisy,1.95,78.2,6.49,4.2,62.2,2,No,45.1,1.82,Fail,F,1,0,0,0,2,0,0,0,0,0,0,1,8.44,152.49,70.2,1,2.153846142800789
S02080,Female,18,Master,Medium,Yes,Quiet,1.84,93.2,6.62,6.0,75.6,4,Yes,33.5,1.27,Fail,F,1,1,1,2,1,2,0,0,0,0,0,1,8.46,171.488,84.4,0,3.260869547495274
S02081,Male,16,Bachelor,High,Yes,Quiet,3.09,84.7,9.04,2.2,100.0,1,No,57.1,1.66,Pass,D,1,0,0,1,2,2,1,0,0,0,1,0,12.129999999999999,261.723,92.35,1,0.7119741077282392
S02082,Female,15,Bachelor,Medium,No,Quiet,2.03,67.5,6.05,2.1,88.6,2,No,50.1,1.74,Pass,D,0,0,1,1,1,2,1,0,0,0,1,0,8.08,137.02499999999998,78.05,2,1.0344827535247156
S02083,Male,18,High School,Medium,Yes,Noisy,1.28,83.7,6.4,3.9,67.6,0,No,39.2,1.55,Fail,F,1,0,0,0,1,0,0,0,0,0,0,1,7.680000000000001,107.13600000000001,75.65,1,3.0468749761962894
S02084,Female,17,High School,Medium,Yes,Moderate,1.56,79.3,6.66,5.1,75.0,1,Yes,35.0,1.42,Fail,F,1,1,1,0,1,1,0,0,0,0,0,1,8.22,123.708,77.15,0,3.2692307482741616
S02085,Male,18,High School,Low,Yes,Noisy,4.41,98.0,7.53,0.6,51.0,3,No,59.7,2.47,Pass,D,1,0,0,0,0,0,1,0,0,0,1,0,11.940000000000001,432.18,74.5,2,0.13605442146019406
S02086,Male,17,High School,Medium,Yes,Moderate,2.83,71.7,6.93,3.5,63.8,0,Yes,39.4,1.55,Fail,F,1,1,0,0,1,1,0,0,0,0,0,1,9.76,202.911,67.75,0,1.2367491122376357
S02087,Female,18,Bachelor,Medium,Yes,Noisy,3.07,80.2,6.33,5.2,100.0,3,Yes,39.9,1.9,Fail,F,1,1,1,1,1,0,0,0,0,0,0,1,9.4,246.214,90.1,0,1.6938110694012671
S02088,Male,16,Bachelor,High,Yes,Noisy,1.84,87.6,7.62,2.1,93.8,2,Yes,74.7,2.69,Pass,C,1,1,0,1,2,0,1,0,0,1,0,0,9.46,161.184,90.69999999999999,0,1.141304341623346
S02089,Female,16,Bachelor,Medium,Yes,Quiet,2.3,100.0,8.36,0.8,86.8,1,Yes,66.0,2.58,Pass,C,1,1,1,1,1,2,1,0,0,1,0,0,10.66,229.99999999999997,93.4,0,0.3478260854442345
S02090,Male,15,Bachelor,Medium,Yes,Noisy,2.26,100.0,5.38,3.7,85.9,4,No,40.5,1.73,Fail,F,1,0,0,1,1,0,0,0,0,0,0,1,7.64,225.99999999999997,92.95,1,1.6371681343488138
S02091,Female,17,High School,Medium,Yes,Noisy,2.67,84.5,6.32,0.5,100.0,0,No,48.4,1.87,Fail,F,1,0,1,0,1,0,0,0,0,0,0,1,8.99,225.61499999999998,92.25,1,0.18726591690162578
S02092,Female,15,High School,Medium,No,Noisy,1.01,88.5,7.51,4.3,84.8,0,Yes,22.6,1.13,Fail,F,0,1,1,0,1,0,0,0,0,0,0,1,8.52,89.385,86.65,1,4.2574257004215275
S02093,Female,16,High School,Medium,No,Noisy,4.31,91.0,5.77,5.5,75.8,1,Yes,57.6,2.68,Pass,D,0,1,1,0,1,0,1,0,0,0,1,0,10.079999999999998,392.21,83.4,1,1.27610208520626
S02094,Female,17,Master,Low,Yes,Moderate,2.98,74.9,6.85,1.7,78.6,1,No,46.3,1.78,Fail,F,1,0,1,2,0,1,0,0,0,0,0,1,9.83,223.20200000000003,76.75,2,0.5704697967433899
S02095,Male,15,Bachelor,High,Yes,Noisy,3.24,85.1,8.27,5.0,76.1,3,No,36.1,1.59,Fail,F,1,0,0,1,2,0,0,0,0,0,0,1,11.51,275.724,80.6,1,1.5432098717802163
S02096,Male,15,High School,Medium,Yes,Moderate,4.1,98.6,7.62,3.4,75.9,3,No,59.4,2.78,Pass,D,1,0,0,0,1,1,1,0,0,0,1,0,11.719999999999999,404.25999999999993,87.25,1,0.8292682906603213
S02097,Female,15,High School,Medium,Yes,Moderate,4.01,86.4,7.52,4.6,100.0,2,No,55.4,2.3,Pass,D,1,0,1,0,1,1,1,0,0,0,1,0,11.53,346.464,93.2,1,1.147132166715381
S02098,Female,15,Master,Medium,Yes,Quiet,2.31,100.0,7.75,1.5,64.1,4,Yes,59.2,2.28,Pass,D,1,1,1,2,1,2,1,0,0,0,1,0,10.06,231.0,82.05,0,0.6493506465396076
S02099,Female,15,Bachelor,Medium,Yes,Moderate,3.73,80.5,7.32,3.4,72.4,0,No,42.2,1.66,Fail,F,1,0,1,1,1,1,0,0,0,0,0,1,11.05,300.265,76.45,1,0.911528147690273
S02100,Male,17,Bachelor,Medium,Yes,Moderate,3.71,84.1,6.66,2.9,52.6,2,No,52.3,1.9,Pass,D,1,0,0,1,1,1,1,0,0,0,1,0,10.370000000000001,312.01099999999997,68.35,1,0.7816711569227193
S02101,Male,15,Bachelor,Low,Yes,Moderate,3.38,84.2,7.96,1.3,95.2,2,No,53.8,2.35,Pass,D,1,0,0,1,0,1,1,0,0,0,1,0,11.34,284.596,89.7,2,0.3846153834774693
S02102,Male,17,High School,High,Yes,Noisy,4.27,72.0,6.52,2.0,85.1,1,No,66.6,2.8,Pass,C,1,0,0,0,2,0,1,0,0,1,0,0,10.79,307.43999999999994,78.55,1,0.46838407384453384
S02103,Male,15,Phd,Low,Yes,Moderate,3.96,96.1,6.84,3.4,100.0,2,Yes,63.8,2.25,Pass,D,1,1,0,3,0,1,1,0,0,0,1,0,10.8,380.556,98.05,1,0.8585858564177125
S02104,Female,16,Master,Medium,Yes,Moderate,3.87,81.7,5.34,0.8,70.4,1,No,54.4,1.78,Pass,D,1,0,1,2,1,1,1,0,0,0,1,0,9.21,316.17900000000003,76.05000000000001,1,0.20671834571907405
S02105,Female,16,High School,Low,Yes,Quiet,4.64,87.6,6.52,0.7,68.1,1,No,53.0,2.25,Pass,D,1,0,1,0,0,2,1,0,0,0,1,0,11.16,406.46399999999994,77.85,2,0.15086206864038348
S02106,Female,15,Master,Medium,Yes,Quiet,3.03,79.0,7.08,0.6,62.5,3,No,57.3,2.19,Pass,D,1,0,1,2,1,2,1,0,0,0,1,0,10.11,239.36999999999998,70.75,1,0.19801980132666733
S02107,Male,18,Master,Low,Yes,Moderate,3.07,100.0,7.03,1.3,86.8,0,No,60.4,2.19,Pass,D,1,0,0,2,0,1,1,0,0,0,1,0,10.1,307.0,93.4,2,0.4234527673503168
S02108,Male,16,High School,Medium,No,Moderate,3.98,97.3,7.92,2.9,74.7,3,No,49.3,2.07,Fail,F,0,0,0,0,1,1,0,0,0,0,0,1,11.9,387.25399999999996,86.0,2,0.7286432142496402
S02109,Male,17,Bachelor,Medium,Yes,Quiet,2.79,85.6,6.56,1.7,84.5,3,No,57.0,2.15,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,9.35,238.82399999999998,85.05,1,0.6093189942318316
S02110,Female,15,High School,Low,Yes,Quiet,3.58,72.8,6.6,4.4,73.6,2,No,48.7,1.88,Fail,F,1,0,1,0,0,2,0,0,0,0,0,1,10.18,260.62399999999997,73.19999999999999,2,1.2290502758965076
S02111,Female,17,High School,Medium,Yes,Quiet,2.33,92.4,6.46,0.3,100.0,2,Yes,49.7,2.39,Fail,F,1,1,1,0,1,2,0,0,0,0,0,1,8.79,215.29200000000003,96.2,0,0.1287553642542688
S02112,Male,18,Bachelor,High,Yes,Moderate,0.5,95.8,7.24,3.3,99.0,5,No,51.1,1.95,Pass,D,1,0,0,1,2,1,1,0,0,0,1,0,7.74,47.9,97.4,1,6.599999868000002
S02113,Female,15,High School,Medium,Yes,Moderate,3.72,75.7,8.55,1.9,81.3,2,No,69.7,2.68,Pass,C,1,0,1,0,1,1,1,0,0,1,0,0,12.270000000000001,281.60400000000004,78.5,1,0.5107526867990518
S02114,Male,16,Master,High,Yes,Quiet,1.14,83.6,4.69,2.3,95.8,3,No,36.7,0.98,Fail,F,1,0,0,2,2,2,0,0,0,0,0,1,5.83,95.30399999999999,89.69999999999999,1,2.01754384195137
S02115,Male,17,Phd,High,No,Moderate,2.16,85.8,6.51,3.5,78.0,3,Yes,29.3,0.7,Fail,F,0,1,0,3,2,1,0,0,0,0,0,1,8.67,185.328,81.9,1,1.6203703628686557
S02116,Female,16,High School,High,Yes,Quiet,3.98,95.9,6.65,0.0,79.3,4,No,59.3,2.36,Pass,D,1,0,1,0,2,2,1,0,0,0,1,0,10.63,381.682,87.6,1,0.0
S02117,Male,16,Bachelor,High,Yes,Moderate,4.0,83.5,4.87,0.0,47.5,2,No,45.5,1.96,Fail,F,1,0,0,1,2,1,0,0,0,0,0,1,8.870000000000001,334.0,65.5,1,0.0
S02118,Female,15,Master,Medium,Yes,Quiet,4.41,94.6,6.88,2.4,87.6,4,No,81.8,3.16,Pass,B,1,0,1,2,1,2,1,0,1,0,0,0,11.29,417.186,91.1,1,0.5442176858407762
S02119,Male,17,Master,High,Yes,Noisy,0.58,77.3,6.65,2.2,80.3,3,No,26.6,1.13,Fail,F,1,0,0,2,2,0,0,0,0,0,0,1,7.23,44.833999999999996,78.8,1,3.7931033828775282
S02120,Female,18,Master,High,Yes,Quiet,3.36,74.4,6.56,0.4,93.2,2,No,61.6,2.29,Pass,D,1,0,1,2,2,2,1,0,0,0,1,0,9.92,249.984,83.80000000000001,1,0.11904761869331067
S02121,Female,16,High School,High,Yes,Moderate,2.69,100.0,5.9,5.5,90.7,2,No,33.7,1.15,Fail,F,1,0,1,0,2,1,0,0,0,0,0,1,8.59,269.0,95.35,1,2.04460965782673
S02122,Female,15,Bachelor,Low,Yes,Moderate,4.19,71.9,6.91,0.8,68.8,2,Yes,59.4,2.62,Pass,D,1,1,1,1,0,1,1,0,0,0,1,0,11.100000000000001,301.261,70.35,1,0.19093078713381673
S02123,Male,15,Bachelor,High,Yes,Quiet,4.77,77.5,5.83,1.7,77.1,0,No,45.0,1.62,Fail,F,1,0,0,1,2,2,0,0,0,0,0,1,10.6,369.67499999999995,77.3,1,0.3563941292318782
S02124,Male,18,Phd,Medium,Yes,Quiet,1.43,92.8,6.16,4.2,72.8,0,No,41.2,1.63,Fail,F,1,0,0,3,1,2,0,0,0,0,0,1,7.59,132.70399999999998,82.8,1,2.937062916524036
S02125,Female,15,High School,Medium,Yes,Quiet,3.02,79.7,6.8,1.5,95.7,0,Yes,59.1,2.3,Pass,D,1,1,1,0,1,2,1,0,0,0,1,0,9.82,240.69400000000002,87.7,0,0.4966887400771896
S02126,Female,16,Master,Low,Yes,Noisy,4.0,79.4,8.02,1.2,100.0,2,Yes,49.0,2.38,Fail,F,1,1,1,2,0,0,0,0,0,0,0,1,12.02,317.6,89.7,1,0.29999999925
S02127,Male,15,High School,Low,Yes,Quiet,2.59,83.0,7.41,3.1,92.0,3,No,50.8,2.12,Pass,D,1,0,0,0,0,2,1,0,0,0,1,0,10.0,214.97,87.5,2,1.1969111922899183
S02128,Male,17,Phd,High,Yes,Moderate,5.09,63.4,7.61,1.4,100.0,1,Yes,51.0,2.15,Pass,D,1,1,0,3,2,1,1,0,0,0,1,0,12.7,322.70599999999996,81.7,0,0.27504911537318444
S02129,Male,17,Bachelor,Medium,Yes,Moderate,2.52,96.2,8.96,3.1,87.9,0,No,42.9,1.34,Fail,F,1,0,0,1,1,1,0,0,0,0,0,1,11.48,242.424,92.05000000000001,1,1.230158725277148
S02130,Female,16,Bachelor,Medium,Yes,Quiet,2.64,86.8,7.44,3.3,65.4,1,No,48.9,2.04,Fail,F,1,0,1,1,1,2,0,0,0,0,0,1,10.08,229.15200000000002,76.1,1,1.2499999952651515
S02131,Male,17,Bachelor,High,Yes,Quiet,1.71,76.9,5.95,3.1,59.2,0,No,53.2,2.52,Pass,D,1,0,0,1,2,2,1,0,0,0,1,0,7.66,131.499,68.05000000000001,1,1.812865486474471
S02132,Male,18,High School,Low,Yes,Noisy,3.18,67.8,6.44,4.3,66.2,2,No,44.7,1.61,Fail,F,1,0,0,0,0,0,0,0,0,0,0,1,9.620000000000001,215.604,67.0,2,1.3522012536094299
S02133,Female,15,High School,Medium,Yes,Quiet,0.5,71.3,6.14,1.9,73.2,3,Yes,40.3,1.33,Fail,F,1,1,1,0,1,2,0,0,0,0,0,1,6.64,35.65,72.25,0,3.799999924000001
