student_id,gender,age,parental_education,family_income,internet_access,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category,gender_encoded,internet_access_encoded,tutoring_encoded,pass_fail_encoded,parental_education_encoded,family_income_encoded,grade_category_encoded,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,avg_subject_score,study_efficiency,engagement_score,academic_risk,sleep_quality,total_learning_hours,subject_score_range
S02986,Female,17,Master,Medium,Yes,2.72,81.8,6.88,2.0,87.4,74.4,1,No,57.3,48.5,46.2,52.0,51.9,1.58,Pass,D,0,1,0,1,2,1,1,0,0,1,51.0,1.2952380952380953,81.20000000000002,0,1,3.22,11.099999999999994
S02987,Female,15,Master,Low,Yes,1.36,83.0,7.75,3.1,61.3,66.5,3,Yes,49.2,49.2,49.6,22.0,43.2,2.03,Fail,F,0,1,1,0,2,0,0,0,1,0,42.5,0.425,70.26666666666667,0,2,2.8600000000000003,27.6
S02988,Male,15,High School,Low,Yes,2.85,83.5,6.7,1.7,84.7,67.9,2,No,42.6,35.0,46.4,52.4,42.9,2.11,Fail,F,1,1,0,0,0,0,0,0,0,1,44.1,1.5833333333333333,78.69999999999999,0,1,3.85,17.4
S02989,Male,18,Bachelor,Medium,Yes,2.85,99.2,7.86,1.2,87.3,48.6,1,No,56.0,66.5,59.2,46.4,57.3,2.53,Pass,D,1,1,0,1,1,1,1,1,0,0,57.025,2.1923076923076925,78.36666666666666,0,2,3.35,20.1
S02990,Female,15,High School,High,Yes,2.45,67.0,8.4,2.4,90.2,70.8,2,No,23.8,42.6,43.3,40.9,39.3,1.89,Fail,F,0,1,0,0,0,2,0,0,0,1,37.65,0.9800000000000001,76.00000000000001,0,2,3.45,19.499999999999996
S02991,Female,15,Master,Low,Yes,3.06,89.5,6.19,1.8,72.1,78.9,1,No,44.3,53.5,47.7,24.4,43.3,1.55,Fail,F,0,1,0,0,2,0,0,0,1,0,42.475,1.6105263157894736,80.16666666666667,0,1,3.56,29.1
S02992,Female,18,Bachelor,Medium,Yes,2.51,95.9,5.9,0.5,100.0,73.6,2,Yes,55.7,41.5,61.8,49.2,49.7,1.86,Fail,F,0,1,1,0,1,1,0,1,0,0,52.05,4.183333333333334,89.83333333333334,0,0,3.51,20.299999999999997
S02993,Female,18,High School,Low,Yes,2.87,66.6,7.95,0.6,48.5,72.1,1,No,47.7,51.8,54.5,40.1,48.6,2.11,Fail,F,0,1,0,0,0,0,0,1,0,0,48.525,4.1000000000000005,62.4,0,2,3.37,14.399999999999999
S02994,Female,17,High School,Low,Yes,2.09,84.3,7.27,3.1,70.1,48.5,2,No,30.6,30.8,28.2,35.3,31.0,1.12,Fail,F,0,1,0,0,0,0,0,1,0,0,31.225,0.653125,67.63333333333334,0,2,3.09,7.099999999999998
S02995,Female,15,High School,Medium,Yes,4.73,94.8,7.33,2.6,100.0,75.7,0,Yes,57.8,55.9,59.2,67.7,61.9,2.44,Pass,D,0,1,1,1,0,1,1,0,0,1,60.14999999999999,1.751851851851852,90.16666666666667,0,2,4.73,11.800000000000004
S02996,Male,17,Master,Low,Yes,1.67,77.5,7.7,3.0,80.4,51.6,1,Yes,35.5,40.0,40.0,31.3,36.3,1.29,Fail,F,1,1,1,0,2,0,0,1,0,0,36.7,0.5387096774193548,69.83333333333334,1,2,2.17,8.7
S02997,Male,17,Bachelor,High,Yes,3.25,87.7,5.47,2.1,96.9,58.7,8,No,68.0,59.9,69.2,70.3,65.0,2.81,Pass,D,1,1,0,1,1,2,1,0,0,1,66.85000000000001,1.477272727272727,81.10000000000001,0,0,7.25,10.399999999999999
S02998,Male,16,Master,High,Yes,1.57,75.7,7.44,0.2,82.8,52.7,2,No,46.2,34.9,47.0,27.3,39.6,1.23,Fail,F,1,1,0,0,2,2,0,1,0,0,38.85,5.2333333333333325,70.4,1,2,2.5700000000000003,19.7
S02999,Female,15,High School,Medium,Yes,2.0,85.3,7.18,1.2,100.0,54.5,2,No,52.3,59.7,45.3,58.0,53.7,2.37,Pass,D,0,1,0,1,0,1,1,0,0,1,53.825,1.5384615384615383,79.93333333333334,0,2,3.0,14.400000000000006
S03000,Female,15,High School,Low,Yes,2.13,97.8,7.46,2.0,77.1,72.1,0,No,64.0,67.5,58.7,56.9,62.9,2.52,Pass,D,0,1,0,1,0,0,1,0,0,1,61.775,1.0142857142857142,82.33333333333333,0,2,2.13,10.600000000000001
S03001,Female,16,PhD,Medium,Yes,2.84,100.0,6.05,3.2,83.4,49.7,2,No,50.4,53.6,44.3,52.4,50.0,1.77,Pass,F,0,1,0,1,3,1,0,0,0,1,50.175000000000004,0.8606060606060605,77.7,0,1,3.84,9.300000000000004
S03002,Female,17,High School,Low,Yes,3.21,87.6,7.08,0.0,93.1,51.5,1,No,56.4,52.9,50.3,49.4,50.9,2.08,Pass,D,0,1,0,1,0,0,1,0,0,1,52.25,32.099999999999994,77.4,0,2,3.71,7.0
S03003,Female,15,Master,Low,No,1.67,72.2,6.52,0.0,100.0,93.7,0,Yes,53.2,47.0,40.0,47.9,48.3,1.94,Fail,F,0,0,1,0,2,0,0,0,0,1,47.025,16.7,88.63333333333333,1,1,1.67,13.200000000000003
S03004,Female,17,High School,Medium,Yes,2.5,81.9,8.04,4.7,52.3,98.0,0,No,54.9,44.7,38.5,40.9,43.7,2.01,Fail,F,0,1,0,0,0,1,0,0,1,0,44.75,0.5208333333333334,77.4,0,2,2.5,16.4
S03005,Male,16,High School,Medium,Yes,1.81,66.9,6.91,3.4,87.8,84.9,1,No,19.4,26.9,29.1,16.8,25.5,0.87,Fail,F,1,1,0,0,0,1,0,1,0,0,23.05,0.5171428571428571,79.86666666666667,1,1,2.31,12.3
S03006,Male,18,Bachelor,Low,No,1.76,82.1,6.4,1.2,67.2,65.5,0,No,62.7,62.3,51.8,60.8,62.4,2.66,Pass,D,1,0,0,1,1,0,1,0,1,0,59.400000000000006,1.3538461538461537,71.59999999999998,0,1,1.76,10.900000000000006
S03007,Female,17,PhD,Low,Yes,4.36,94.6,6.01,2.1,79.2,87.1,3,No,72.3,66.0,80.4,75.2,74.1,3.07,Pass,C,0,1,0,1,3,0,2,0,0,1,73.47500000000001,1.9818181818181817,86.96666666666667,0,1,5.86,14.400000000000006
S03008,Male,15,PhD,High,Yes,1.33,71.4,7.87,1.9,72.0,78.0,3,No,30.6,33.4,31.1,33.0,32.1,1.6,Fail,F,1,1,0,0,3,2,0,1,0,0,32.025,0.665,73.80000000000001,1,2,2.83,2.799999999999997
S03009,Female,18,High School,Medium,Yes,3.09,82.9,7.98,2.9,46.4,40.8,3,No,41.5,40.1,44.0,50.5,43.2,1.51,Fail,F,0,1,0,0,0,1,0,1,0,0,44.025,1.03,56.7,0,2,4.59,10.399999999999999
S03010,Male,17,High School,High,Yes,5.04,76.8,8.92,1.7,95.9,87.4,2,No,70.1,59.3,62.7,71.9,67.0,2.21,Pass,C,1,1,0,1,0,2,2,1,0,0,66.0,2.8,86.7,0,2,6.04,12.600000000000009
S03011,Female,17,Bachelor,High,Yes,4.45,100.0,6.68,0.8,60.3,51.2,3,No,80.4,62.5,63.1,66.2,65.6,2.42,Pass,C,0,1,0,1,1,2,2,1,0,0,68.05,4.944444444444445,70.5,0,1,5.95,17.900000000000006
S03012,Female,18,Bachelor,Medium,No,3.51,89.0,5.99,3.2,79.0,62.3,6,No,49.4,51.9,40.6,48.0,52.1,2.07,Pass,D,0,0,0,1,1,1,1,1,0,0,47.475,1.0636363636363635,76.76666666666667,0,0,6.51,11.299999999999997
S03013,Male,18,Bachelor,Low,Yes,2.98,93.5,6.87,5.2,78.4,74.5,4,No,39.9,44.6,52.4,41.8,47.6,1.87,Fail,F,1,1,0,0,1,0,0,1,0,0,44.675,0.5622641509433962,82.13333333333334,0,1,4.98,12.5
S03014,Male,18,High School,Medium,Yes,3.88,87.9,6.3,3.3,68.1,74.4,6,Yes,35.7,49.8,43.0,35.9,40.5,2.14,Fail,F,1,1,1,0,0,1,0,1,0,0,41.1,1.1411764705882352,76.80000000000001,0,1,6.88,14.099999999999994
S03015,Female,15,PhD,Low,Yes,3.44,92.6,6.37,2.6,89.6,75.7,3,No,40.7,43.9,53.0,42.7,44.8,1.85,Fail,F,0,1,0,0,3,0,0,1,0,0,45.075,1.274074074074074,85.96666666666665,0,1,4.9399999999999995,12.299999999999997
S03016,Female,15,Bachelor,Low,Yes,4.71,95.8,7.47,2.2,74.5,88.0,2,No,66.7,83.5,74.4,73.5,76.0,3.06,Pass,C,0,1,0,1,1,0,2,0,1,0,74.525,2.0478260869565217,86.1,0,2,5.71,16.799999999999997
S03017,Male,17,Master,Medium,Yes,2.84,85.4,8.09,1.3,69.3,74.1,2,No,60.3,57.4,62.8,64.2,61.0,2.64,Pass,D,1,1,0,1,2,1,1,0,1,0,61.175,2.0285714285714285,76.26666666666667,0,2,3.84,6.800000000000004
S03018,Male,17,Bachelor,Medium,Yes,4.2,79.7,7.41,1.9,58.2,72.4,3,No,54.5,44.8,42.2,55.9,50.5,2.1,Pass,D,1,1,0,1,1,1,1,1,0,0,49.35,2.1,70.10000000000001,0,2,5.7,13.699999999999996
S03019,Female,16,Bachelor,Low,Yes,2.61,75.6,7.11,3.1,66.1,93.0,0,Yes,40.1,41.4,49.7,30.1,38.4,1.65,Fail,F,0,1,1,0,1,0,0,0,0,1,40.324999999999996,0.8156249999999999,78.23333333333333,0,2,2.61,19.6
S03020,Male,15,PhD,Medium,Yes,5.27,100.0,7.82,4.3,86.3,68.8,2,No,64.0,60.1,77.2,64.8,68.4,2.65,Pass,C,1,1,0,1,3,1,2,0,0,1,66.525,1.1977272727272728,85.03333333333333,0,2,6.27,17.1
S03021,Female,17,Bachelor,Medium,Yes,2.81,93.2,6.77,4.3,50.0,68.3,2,Yes,38.9,31.9,38.6,28.5,35.2,1.63,Fail,F,0,1,1,0,1,1,0,0,0,1,34.475,0.6386363636363638,70.5,0,1,3.81,10.399999999999999
S03022,Female,18,Master,Low,Yes,1.06,62.8,8.45,2.8,100.0,76.7,2,No,45.3,49.0,41.1,33.6,42.5,1.36,Fail,F,0,1,0,0,2,0,0,0,0,1,42.25,0.36551724137931035,79.83333333333333,1,2,2.06,15.399999999999999
S03023,Female,18,PhD,Low,Yes,3.09,82.6,9.71875,2.8,77.7,100.0,1,Yes,54.9,54.9,56.2,46.6,53.8,2.35,Pass,D,0,1,1,1,3,0,1,0,0,1,53.15,1.0655172413793104,86.76666666666665,0,1,3.59,9.600000000000001
S03024,Female,15,Bachelor,Low,Yes,3.92,89.2,6.37,2.6,67.0,59.7,2,No,60.2,38.5,51.5,42.3,44.9,1.84,Fail,F,0,1,0,0,1,0,0,0,0,1,48.125,1.4518518518518517,71.96666666666665,0,1,4.92,21.700000000000003
S03025,Male,18,Bachelor,Medium,Yes,4.95,100.0,8.21,3.4,88.9,44.3,3,No,67.4,68.6,79.3,64.3,69.7,2.7,Pass,C,1,1,0,1,1,1,2,1,0,0,69.9,1.4142857142857144,77.73333333333333,0,2,6.45,15.0
S03026,Male,16,High School,Medium,Yes,1.8,74.0,8.21,2.6,73.7,69.8,1,Yes,37.1,33.6,27.2,47.8,37.6,1.61,Fail,F,1,1,1,0,0,1,0,0,0,1,36.425,0.6666666666666666,72.5,1,2,2.3,20.599999999999998
S03027,Male,17,High School,Medium,Yes,0.91,89.3,7.53,2.6,93.4,91.0,2,No,45.7,54.7,45.8,51.8,47.8,1.71,Fail,F,1,1,0,0,0,1,0,1,0,0,49.5,0.337037037037037,91.23333333333333,1,2,1.9100000000000001,9.0
S03028,Male,17,High School,Medium,Yes,3.6,81.0,8.29,1.2,64.1,78.8,0,No,43.0,44.5,43.3,45.2,43.9,2.21,Fail,F,1,1,0,0,0,1,0,0,0,1,44.0,2.769230769230769,74.63333333333333,0,2,3.6,2.200000000000003
S03029,Male,17,High School,Low,Yes,3.56,73.0,7.35,1.2,65.1,62.3,1,Yes,49.8,49.7,53.6,61.2,51.5,2.38,Pass,D,1,1,1,1,0,0,1,0,1,0,53.575,2.7384615384615385,66.79999999999998,0,2,4.0600000000000005,11.5
S03030,Male,15,High School,Low,No,1.31,98.5,7.65,1.5,88.9,70.1,2,No,43.3,43.4,44.6,29.7,40.0,1.35,Fail,F,1,0,0,0,0,0,0,1,0,0,40.24999999999999,0.81875,85.83333333333334,1,2,2.31,14.900000000000002
S03031,Male,18,High School,Low,Yes,2.6,75.4,7.08,2.9,98.0,55.3,2,No,49.8,41.3,62.3,38.9,46.1,1.56,Fail,F,1,1,0,0,0,0,0,0,0,1,48.074999999999996,0.8666666666666667,76.23333333333333,0,2,3.6,23.4
S03032,Female,16,High School,Low,Yes,2.66,94.7,7.14,2.0,82.9,43.3,1,No,49.6,56.8,63.0,59.4,56.5,2.06,Pass,D,0,1,0,1,0,0,1,0,1,0,57.2,1.2666666666666666,73.63333333333334,0,2,3.16,13.399999999999999
S03033,Male,15,Bachelor,Low,Yes,3.99,69.1,7.64,6.4,83.5,65.7,5,No,40.7,41.6,34.2,32.8,37.6,1.33,Fail,F,1,1,0,0,1,0,0,0,0,1,37.325,0.6138461538461539,72.76666666666665,0,2,6.49,8.800000000000004
S03034,Male,17,High School,Medium,Yes,2.5,80.1,7.42,3.1,67.5,55.1,4,No,56.4,35.2,39.7,44.0,44.1,2.07,Fail,F,1,1,0,0,0,1,0,0,1,0,43.825,0.78125,67.56666666666668,0,2,4.5,21.199999999999996
S03035,Female,16,High School,Low,No,2.48,90.7,5.95,4.9,72.3,65.3,4,No,39.6,52.7,49.7,57.2,47.0,1.72,Fail,F,0,0,0,0,0,0,0,1,0,0,49.8,0.496,76.1,0,0,4.48,17.6
S03036,Male,17,Bachelor,Medium,Yes,3.14,92.2,7.51,4.7,70.1,47.7,2,No,47.5,30.6,41.0,53.6,46.0,1.81,Fail,F,1,1,0,0,1,1,0,0,0,1,43.175,0.6541666666666667,70.0,0,2,4.140000000000001,23.0
S03037,Male,17,Bachelor,Medium,Yes,1.35,89.4,6.75,3.1,99.4,95.8,3,No,36.1,37.2,41.8,43.3,40.9,1.45,Fail,F,1,1,0,0,1,1,0,0,0,1,39.6,0.421875,94.86666666666666,1,1,2.85,7.199999999999996
S03038,Female,15,Bachelor,Medium,Yes,5.28,94.9,6.44,2.4,100.0,84.2,0,No,67.3,71.5,82.6,84.6,73.6,3.06,Pass,C,0,1,0,1,1,1,2,0,0,1,76.5,2.112,93.03333333333335,0,1,5.28,17.299999999999997
S03039,Male,17,Bachelor,Low,Yes,4.12,82.1,7.97,1.2,87.8,62.0,2,No,46.8,41.7,59.1,48.3,49.4,1.9,Fail,F,1,1,0,0,1,0,0,0,1,0,48.974999999999994,3.169230769230769,77.3,0,2,5.12,17.4
S03040,Male,16,Master,High,Yes,2.16,98.9,6.07,1.6,100.0,70.7,1,No,55.1,55.2,54.0,60.6,52.7,2.03,Pass,D,1,1,0,1,2,2,1,1,0,0,56.225,1.2705882352941176,89.86666666666667,0,1,2.66,6.600000000000001
S03041,Male,17,Bachelor,High,No,1.66,88.6,6.73,3.8,89.3,85.9,2,No,45.8,47.6,51.8,48.3,47.8,1.52,Fail,F,1,0,0,0,1,2,0,0,0,1,48.375,0.4256410256410256,87.93333333333334,1,1,2.66,6.0
S03042,Female,18,Bachelor,Low,Yes,1.75,92.3,5.93,2.9,97.7,74.6,0,Yes,66.9,57.8,59.5,62.5,65.3,2.31,Pass,C,0,1,1,1,1,0,2,1,0,0,61.675,0.5833333333333334,88.2,0,0,1.75,9.100000000000009
S03043,Male,17,PhD,Medium,Yes,3.7,88.6,6.6,1.5,76.7,64.8,1,No,44.7,60.6,46.2,55.7,54.4,1.74,Pass,D,1,1,0,1,3,1,1,0,0,1,51.8,2.3125,76.7,0,1,4.2,15.899999999999999
S03044,Male,15,Master,High,Yes,1.79,89.9,9.39,2.2,77.6,77.1,4,Yes,50.2,57.9,53.5,40.0,50.1,2.04,Pass,D,1,1,1,1,2,2,1,0,0,1,50.4,0.7782608695652173,81.53333333333333,0,1,3.79,17.9
S03045,Female,16,Bachelor,Medium,Yes,2.7,75.0,6.24,3.0,77.7,66.0,2,Yes,45.8,46.3,42.9,37.4,43.8,1.31,Fail,F,0,1,1,0,1,1,0,0,1,0,43.1,0.8709677419354839,72.9,0,1,3.7,8.899999999999999
S03046,Male,15,Bachelor,Medium,Yes,0.97,75.6,6.85,2.5,66.0,67.8,1,Yes,44.6,50.1,45.7,34.8,42.7,1.59,Fail,F,1,1,1,0,1,1,0,1,0,0,43.8,0.37307692307692303,69.8,1,1,1.47,15.300000000000004
S03047,Female,18,High School,Medium,Yes,3.65,79.6,8.39,2.1,73.4,96.2,0,No,34.0,55.1,60.4,62.4,54.5,2.08,Pass,D,0,1,0,1,0,1,1,0,0,1,52.975,1.659090909090909,83.06666666666666,0,2,3.65,28.4
S03048,Female,17,Bachelor,Medium,Yes,3.69,90.1,7.44,2.4,84.9,76.4,1,Yes,64.3,66.4,67.0,78.1,70.4,3.14,Pass,C,0,1,1,1,1,1,2,0,1,0,68.94999999999999,1.476,83.80000000000001,0,2,4.1899999999999995,13.799999999999997
S03049,Male,15,PhD,Medium,Yes,2.78,79.1,6.86,0.0,71.0,68.8,1,No,56.2,56.3,48.5,54.4,60.0,2.2,Pass,D,1,1,0,1,3,1,1,0,0,1,53.85,27.799999999999997,72.96666666666667,0,1,3.28,7.799999999999997
S03050,Female,15,Bachelor,High,Yes,3.23,82.0,6.31,2.5,88.3,55.1,1,No,42.7,56.2,48.0,46.6,50.8,2.11,Pass,D,0,1,0,1,1,2,1,0,0,1,48.375,1.2423076923076923,75.13333333333333,0,1,3.73,13.5
S03051,Female,15,Master,Medium,No,3.95,84.3,7.67,0.9,68.9,78.1,1,Yes,46.7,54.8,56.8,56.7,50.6,2.39,Pass,D,0,0,1,1,2,1,1,0,0,1,53.75,3.95,77.1,0,2,4.45,10.099999999999994
S03052,Male,15,Bachelor,Low,Yes,3.2,99.2,6.68,3.0,68.2,85.5,0,No,48.0,56.2,42.3,57.7,50.4,1.99,Pass,D,1,1,0,1,1,0,1,1,0,0,51.05,1.032258064516129,84.3,0,1,3.2,15.400000000000006
S03053,Female,18,PhD,Medium,Yes,3.94,91.0,9.17,2.7,80.2,87.3,0,Yes,42.5,65.0,54.6,41.6,53.3,2.39,Pass,D,0,1,1,1,3,1,1,1,0,0,50.925,1.407142857142857,86.16666666666667,0,1,3.94,23.4
S03054,Female,18,Bachelor,Medium,Yes,1.6,70.4,6.72,3.6,49.4,100.0,1,Yes,22.9,25.2,26.3,27.5,29.1,0.98,Fail,F,0,1,1,0,1,1,0,0,0,1,25.474999999999998,0.43243243243243246,73.26666666666667,1,1,2.1,4.600000000000001
S03055,Male,17,High School,Low,Yes,3.45,86.6,8.69,3.6,96.2,55.3,2,No,61.9,65.8,67.2,59.5,63.8,2.6,Pass,D,1,1,0,1,0,0,1,1,0,0,63.599999999999994,0.9324324324324325,79.36666666666667,0,2,4.45,7.700000000000003
S03056,Male,17,Bachelor,Medium,Yes,3.23,82.0,7.88,5.1,90.6,40.0,4,No,46.7,58.2,58.7,46.0,52.8,2.35,Pass,D,1,1,0,1,1,1,1,1,0,0,52.400000000000006,0.6211538461538463,70.86666666666666,0,2,5.23,12.700000000000003
S03057,Male,16,High School,High,Yes,4.44,82.7,7.87,0.0,92.2,85.0,4,Yes,54.2,53.2,65.0,58.3,57.1,2.08,Pass,D,1,1,1,1,0,2,1,1,0,0,57.675,44.4,86.63333333333334,0,2,6.44,11.799999999999997
S03058,Female,18,High School,Medium,Yes,3.04,85.0,6.84,2.3,91.2,52.0,6,No,66.1,52.4,45.8,40.7,52.8,2.28,Pass,D,0,1,0,1,0,1,1,0,1,0,51.25,1.2666666666666668,76.06666666666668,0,1,6.04,25.39999999999999
S03059,Male,15,Master,Low,Yes,2.88,96.3,6.54,0.0,78.3,52.6,4,No,68.1,63.0,61.5,56.0,61.6,2.9,Pass,D,1,1,0,1,2,0,1,0,0,1,62.15,28.799999999999997,75.73333333333335,0,1,4.88,12.099999999999994
S03060,Female,15,High School,Low,Yes,2.33,76.9,6.74,3.2,83.7,78.4,1,No,33.4,53.2,59.6,44.6,45.0,1.85,Fail,F,0,1,0,0,0,0,0,0,0,1,47.699999999999996,0.706060606060606,79.66666666666667,0,1,2.83,26.200000000000003
S03061,Female,16,Master,Medium,Yes,4.79,87.0,8.05,2.2,85.8,74.7,1,No,50.0,56.8,44.4,66.2,51.3,2.19,Pass,D,0,1,0,1,2,1,1,1,0,0,54.349999999999994,2.0826086956521737,82.5,0,2,5.29,21.800000000000004
S03062,Female,15,High School,Medium,Yes,0.5,87.9,7.52,1.8,58.2,60.4,2,No,41.2,39.9,44.6,30.9,38.5,1.52,Fail,F,0,1,0,0,0,1,0,0,0,1,39.15,0.2631578947368421,68.83333333333333,1,2,1.5,13.700000000000003
S03063,Female,16,High School,Medium,Yes,3.61,82.8,5.13,2.9,83.0,57.7,3,No,58.6,58.7,51.7,51.5,55.7,2.27,Pass,D,0,1,0,1,0,1,1,0,0,1,55.125,1.2033333333333334,74.5,0,0,5.109999999999999,7.200000000000003
S03064,Female,17,PhD,Medium,Yes,2.98,78.6,5.71,0.9,74.3,70.5,2,No,50.1,43.2,48.4,48.5,49.2,2.18,Fail,F,0,1,0,0,3,1,0,0,0,1,47.550000000000004,2.98,74.46666666666667,0,0,3.98,6.899999999999999
S03065,Female,18,High School,Low,No,2.78,77.4,6.86,5.3,100.0,62.8,3,No,42.6,38.0,44.2,33.6,37.7,1.42,Fail,F,0,0,0,0,0,0,0,1,0,0,39.6,0.5148148148148148,80.06666666666668,0,1,4.279999999999999,10.600000000000001
S03066,Female,16,Bachelor,Low,Yes,2.6,80.8,7.54,2.1,77.1,71.9,1,No,45.4,31.6,36.3,30.2,36.9,1.45,Fail,F,0,1,0,0,1,0,0,0,0,1,35.875,1.1818181818181817,76.6,0,2,3.1,15.2
S03067,Male,15,Bachelor,Medium,Yes,2.93,92.4,6.77,2.6,78.1,55.0,0,Yes,65.9,61.2,60.3,62.1,61.9,2.36,Pass,D,1,1,1,1,1,1,1,0,0,1,62.375,1.0851851851851853,75.16666666666666,0,1,2.93,5.6000000000000085
S03068,Male,16,Bachelor,Low,Yes,3.57,81.4,6.5,2.3,61.7,56.8,5,No,42.0,41.8,53.8,42.8,45.4,2.2,Fail,F,1,1,0,0,1,0,0,0,0,1,45.099999999999994,1.4875,66.63333333333334,0,1,6.07,12.0
S03069,Female,17,Master,High,Yes,2.05,84.0,6.02,3.9,74.1,46.8,1,No,35.0,23.2,35.3,45.6,36.1,1.3,Fail,F,0,1,0,0,2,2,0,1,0,0,34.775,0.5125,68.3,0,1,2.55,22.400000000000002
S03070,Female,15,Bachelor,Low,Yes,3.16,73.4,7.91,0.7,48.3,75.5,3,Yes,22.5,43.7,39.4,32.3,36.7,1.72,Fail,F,0,1,1,0,1,0,0,1,0,0,34.474999999999994,3.9500000000000006,65.73333333333333,0,2,4.66,21.200000000000003
S03071,Male,17,Bachelor,Medium,Yes,3.42,80.3,7.1,3.7,100.0,60.3,3,Yes,41.4,43.8,53.8,42.0,43.5,2.17,Fail,F,1,1,1,0,1,1,0,0,0,1,45.25,0.8999999999999999,80.19999999999999,0,2,4.92,12.399999999999999
S03072,Female,17,Master,Medium,Yes,1.86,87.3,8.68,1.7,88.8,80.9,0,No,58.4,60.6,59.0,45.3,52.0,2.15,Pass,D,0,1,0,1,2,1,1,1,0,0,55.825,1.0333333333333334,85.66666666666669,0,2,1.86,15.300000000000004
S03073,Male,16,High School,Medium,Yes,3.6,68.3,5.7,1.7,74.5,37.0,0,No,51.8,45.7,50.2,70.7,55.2,2.3,Pass,D,1,1,0,1,0,1,1,1,0,0,54.599999999999994,2.0,59.93333333333334,0,0,3.6,25.0
S03074,Male,17,Bachelor,Medium,Yes,3.43,95.4,7.69,3.8,87.6,49.2,3,No,49.4,46.6,37.0,44.7,46.0,2.13,Fail,F,1,1,0,0,1,1,0,1,0,0,44.425,0.8794871794871796,77.4,0,2,4.93,12.399999999999999
S03075,Male,15,PhD,Medium,Yes,2.04,79.1,7.55,2.1,65.6,67.4,2,No,25.2,25.7,46.6,43.5,36.3,1.07,Fail,F,1,1,0,0,3,1,0,0,0,1,35.25,0.9272727272727272,70.7,0,2,3.04,21.400000000000002
S03076,Female,17,Bachelor,Medium,Yes,1.57,100.0,7.85,3.4,77.3,59.8,5,No,45.0,52.5,42.6,44.8,44.6,1.93,Fail,F,0,1,0,0,1,1,0,1,0,0,46.224999999999994,0.44857142857142857,79.03333333333333,1,2,4.07,9.899999999999999
S03077,Female,17,Master,Medium,Yes,2.03,89.2,7.83,3.4,63.4,53.8,2,No,32.1,12.1,14.0,30.9,21.9,1.17,Fail,F,0,1,0,0,2,1,0,0,1,0,22.275,0.58,68.80000000000001,0,2,3.03,20.0
S03078,Male,16,Bachelor,Medium,Yes,3.16,66.7,6.49,2.0,57.0,65.8,1,Yes,62.3,52.2,48.7,50.6,52.3,2.29,Pass,D,1,1,1,1,1,1,1,0,0,1,53.449999999999996,1.5047619047619047,63.16666666666667,0,1,3.66,13.599999999999994
S03079,Male,17,Master,Medium,Yes,2.91,87.8,6.82,2.8,91.5,65.7,1,Yes,66.7,67.8,67.3,68.9,68.5,2.85,Pass,C,1,1,1,1,2,1,2,0,0,1,67.67500000000001,1.003448275862069,81.66666666666667,0,1,3.41,2.200000000000003
S03080,Male,18,Master,Medium,Yes,4.67,81.8,7.17,1.8,78.4,83.1,2,Yes,64.1,71.6,58.3,60.7,64.6,2.82,Pass,D,1,1,1,1,2,1,1,0,0,1,63.675,2.457894736842105,81.1,0,2,5.67,13.299999999999997
S03081,Male,16,High School,Medium,Yes,2.56,87.9,6.0,2.5,54.1,74.0,2,No,47.7,36.8,54.2,62.2,50.4,1.91,Pass,D,1,1,0,1,0,1,1,1,0,0,50.224999999999994,0.9846153846153846,72.00000000000001,0,1,3.56,25.400000000000006
S03082,Male,16,High School,Medium,No,1.93,100.0,8.03,3.2,67.6,86.9,2,Yes,50.2,49.1,36.1,41.9,44.6,1.62,Fail,F,1,0,1,0,0,1,0,1,0,0,44.325,0.5848484848484847,84.83333333333333,1,2,2.9299999999999997,14.100000000000001
S03083,Female,15,Bachelor,High,Yes,3.79,92.0,4.53,1.1,99.6,93.0,0,No,67.0,69.9,66.3,77.3,72.7,2.93,Pass,C,0,1,0,1,1,2,2,0,0,1,70.125,3.1583333333333328,94.86666666666666,0,0,3.79,11.0
S03084,Male,15,Bachelor,Medium,Yes,1.82,82.7,5.84,3.2,69.1,60.5,2,No,36.1,41.6,26.0,35.7,36.6,1.12,Fail,F,1,1,0,0,1,1,0,0,0,1,34.85,0.5515151515151515,70.76666666666668,1,0,2.8200000000000003,15.600000000000001
S03085,Female,15,High School,Medium,Yes,2.05,71.0,5.32,3.0,89.3,86.5,2,No,45.5,45.8,48.4,35.2,44.0,1.95,Fail,F,0,1,0,0,0,1,0,0,1,0,43.724999999999994,0.6612903225806451,82.26666666666667,0,0,3.05,13.199999999999996
S03086,Male,15,High School,Low,Yes,2.07,93.7,8.1,0.3,69.0,83.1,1,Yes,34.0,34.7,29.8,36.0,33.4,1.5,Fail,F,1,1,1,0,0,0,0,1,0,0,33.625,5.174999999999999,81.93333333333334,0,2,2.57,6.199999999999999
S03087,Female,18,High School,Medium,Yes,0.5,90.1,7.22,1.4,83.7,69.4,3,Yes,37.3,44.9,39.7,36.6,38.0,1.37,Fail,F,0,1,1,0,0,1,0,0,1,0,39.625,0.3333333333333333,81.06666666666666,1,2,2.0,8.299999999999997
